1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
-1.6000000000e-02,1.6000000000e-02,1.0000000000e+00,6.0000000000e-03,3.6000000000e-02,3.4000000000e-02,9.9000000000e-01,-8.0000000000e-03,1.2000000000e-02,2.0000000000e-02,9.9800000000e-01,2.8000000000e-02,-7.0000000000e-02,-2.2000000000e-02,9.9400000000e-01,-7.6000000000e-02
8.0000000000e-03,-3.4000000000e-02,-1.0000000000e-02,9.9800000000e-01,-1.4000000000e-02,4.0000000000e-03,2.0000000000e-03,9.9200000000e-01,-5.0000000000e-02,-1.0000000000e-02,-4.4000000000e-02,9.9800000000e-01,-5.4000000000e-02,2.4000000000e-02,3.0000000000e-02,1.0000000000e+00
9.9400000000e-01,-9.9400000000e-01,3.6000000000e-02,1.4000000000e-02,9.9800000000e-01,-9.9600000000e-01,-6.0000000000e-02,-5.6000000000e-02,9.8800000000e-01,-9.9200000000e-01,-3.6000000000e-02,-1.6000000000e-02,9.9800000000e-01,-9.8800000000e-01,2.0000000000e-03,-2.6000000000e-02
-4.9100000000e-01,-4.5200000000e-01,-5.3900000000e-01,-5.4800000000e-01,-4.2800000000e-01,-4.9700000000e-01,-5.7500000000e-01,-4.9100000000e-01,9.8800000000e-01,9.7900000000e-01,1.0000000000e+00,9.9400000000e-01,-5.1800000000e-01,-5.2400000000e-01,-5.3000000000e-01,-5.0300000000e-01
2.0000000000e-02,1.7000000000e-02,5.0300000000e-01,-6.0000000000e-03,-3.6000000000e-02,-4.0000000000e-03,5.0300000000e-01,2.0000000000e-03,-2.3000000000e-02,3.5000000000e-02,9.9100000000e-01,7.0000000000e-03,1.5000000000e-02,1.4000000000e-02,4.8900000000e-01,-1.6000000000e-02
-2.1000000000e-02,0.0000000000e+00,2.9000000000e-02,4.8500000000e-01,-1.7000000000e-02,9.0000000000e-03,1.0000000000e-02,5.0100000000e-01,-3.1000000000e-02,-4.2000000000e-02,1.0000000000e-02,9.9400000000e-01,-3.9000000000e-02,-1.2000000000e-02,1.0000000000e-02,5.2000000000e-01
4.7400000000e-01,-4.9400000000e-01,-2.6000000000e-02,9.0000000000e-03,4.9300000000e-01,-5.1900000000e-01,-1.6000000000e-02,1.9000000000e-02,9.8900000000e-01,-9.9400000000e-01,0.0000000000e+00,9.0000000000e-03,4.9500000000e-01,-4.7000000000e-01,-3.0000000000e-03,-6.0000000000e-03
-5.3600000000e-01,-5.1500000000e-01,-5.1200000000e-01,-4.5500000000e-01,-5.5700000000e-01,-5.2100000000e-01,-4.9700000000e-01,-4.4900000000e-01,-4.7000000000e-01,-5.2400000000e-01,-4.8800000000e-01,-5.8400000000e-01,9.9100000000e-01,9.9100000000e-01,9.8800000000e-01,9.8500000000e-01
-1.6000000000e-02,3.0000000000e-02,5.2600000000e-01,-2.9000000000e-02,3.2000000000e-02,1.3000000000e-02,4.9400000000e-01,-1.7000000000e-02,4.1000000000e-02,-2.0000000000e-03,5.0100000000e-01,1.2000000000e-02,3.2000000000e-02,3.6000000000e-02,9.8700000000e-01,1.6000000000e-02
2.2000000000e-02,-6.0000000000e-03,-4.1000000000e-02,4.8700000000e-01,4.0000000000e-03,-5.2000000000e-02,-9.0000000000e-03,4.9900000000e-01,-1.0000000000e-02,1.4000000000e-02,-5.1000000000e-02,4.9700000000e-01,3.5000000000e-02,-2.8000000000e-02,1.9000000000e-02,9.9800000000e-01
5.0300000000e-01,-5.2000000000e-01,-3.0000000000e-03,-1.3000000000e-02,5.1300000000e-01,-4.8700000000e-01,-3.7000000000e-02,-2.1000000000e-02,5.0200000000e-01,-5.0600000000e-01,-9.0000000000e-03,-3.9000000000e-02,9.9600000000e-01,-9.9600000000e-01,-1.1000000000e-02,-1.2000000000e-02
1.0000000000e+00,9.8500000000e-01,9.8800000000e-01,1.0000000000e+00,-1.9880000000e+00,-1.9850000000e+00,-1.9940000000e+00,-1.9910000000e+00,-4.7900000000e-01,-5.5400000000e-01,-4.5200000000e-01,-5.0000000000e-01,-5.9900000000e-01,-4.3400000000e-01,-3.5300000000e-01,-4.2800000000e-01
2.0000000000e-03,5.9000000000e-02,9.9700000000e-01,3.2000000000e-02,4.0000000000e-03,0.0000000000e+00,5.0000000000e-03,0.0000000000e+00,-2.8000000000e-02,2.5000000000e-02,5.0900000000e-01,2.2000000000e-02,-2.9000000000e-02,2.4000000000e-02,4.9000000000e-01,-2.1000000000e-02
4.3000000000e-02,4.4000000000e-02,1.6000000000e-02,9.8700000000e-01,0.0000000000e+00,-3.0000000000e-03,3.0000000000e-03,5.0000000000e-03,-2.0000000000e-02,-1.3000000000e-02,-4.0000000000e-03,4.8900000000e-01,1.5000000000e-02,-4.9000000000e-02,-1.0000000000e-03,4.9700000000e-01
9.9600000000e-01,-9.8900000000e-01,-3.8000000000e-02,-9.0000000000e-03,3.0000000000e-03,-3.0000000000e-03,6.0000000000e-03,1.0000000000e-03,4.9500000000e-01,-5.1900000000e-01,-8.0000000000e-03,-1.9000000000e-02,4.9400000000e-01,-4.9800000000e-01,7.0000000000e-03,2.0000000000e-03
